iter	Logloss
0	0.6302386549
1	0.5620147233
2	0.5022526301
3	0.4530990442
4	0.4076756202
5	0.3715740507
6	0.3323412996
7	0.2927083793
8	0.260698457
9	0.2317030512
10	0.2132840539
11	0.1962453164
12	0.1792279589
13	0.1630179991
14	0.150018091
15	0.1384478246
16	0.1297459053
17	0.1170920087
18	0.1053310732
19	0.09661634798
20	0.0897409934
21	0.08186982073
22	0.07678764747
23	0.06965982736
24	0.06346697694
25	0.05750350308
26	0.05228810446
27	0.04972126002
28	0.04570409565
29	0.0415567715
30	0.03953177839
31	0.03713106782
32	0.03547284214
33	0.03433613591
34	0.03305860566
35	0.03090009112
36	0.02917938589
37	0.02740302462
38	0.02626101984
39	0.02529932088
40	0.02428312019
41	0.02265538096
42	0.02104161735
43	0.02029940662
44	0.01977639078
45	0.0191554087
46	0.01855729563
47	0.01789414542
48	0.01747925346
49	0.01671588394
50	0.0162927333
51	0.01533736781
52	0.01487000645
53	0.01446450263
54	0.01406083631
55	0.01370796627
56	0.01308528772
57	0.01293423865
58	0.01265293719
59	0.01234942793
60	0.01201598832
61	0.01164622358
62	0.01132346152
63	0.0110307711
64	0.01065693652
65	0.01024409976
66	0.009975416084
67	0.009449441706
68	0.009302173662
69	0.008774206117
70	0.008584487856
71	0.008473199622
72	0.008407159152
73	0.008161607901
74	0.008030322221
75	0.007945546331
76	0.007723885884
77	0.007539477001
78	0.007222467922
79	0.007084747512
80	0.00697323449
81	0.006651034728
82	0.006569113724
83	0.00653308632
84	0.006268937732
85	0.00616379532
86	0.006009027927
87	0.005909944988
88	0.005838963181
89	0.00571018956
90	0.005657019283
91	0.00555857154
92	0.005511808782
93	0.005411704137
94	0.005301645401
95	0.005214660265
96	0.005124720175
97	0.005065227823
98	0.004958149438
99	0.004871523953
100	0.00481340618
101	0.004750604853
102	0.004633539867
103	0.004590538842
104	0.004456856834
105	0.004405025066
106	0.004354458027
107	0.004315244846
108	0.004204604865
109	0.004147039015
110	0.004121763029
111	0.004087142163
112	0.004025149512
113	0.00392137916
114	0.003791340187
115	0.003732033803
116	0.003683256922
117	0.003613067812
118	0.003533052399
119	0.003482729588
120	0.003428680249
121	0.003360371499
122	0.003312227735
123	0.003252303315
124	0.003222384163
125	0.003158735047
126	0.003062779338
127	0.002999767972
128	0.002963766943
129	0.002914049442
130	0.002895201528
131	0.002878784696
132	0.00283553644
133	0.002816726207
134	0.002778368383
135	0.002726822348
136	0.002682800103
137	0.002663324511
138	0.002647836049
139	0.002580657256
140	0.002554317617
141	0.002510373413
142	0.002472854889
143	0.002444484365
144	0.002430074015
145	0.002383521223
146	0.002365004364
147	0.002346879398
148	0.002327735922
149	0.002295806105
150	0.002270235024
151	0.002250636835
152	0.002218565615
153	0.002208212113
154	0.002196593109
155	0.002171327218
156	0.002171305477
157	0.002126773794
158	0.002121705393
159	0.0020882792
160	0.002066541217
161	0.002061032936
162	0.002020540039
163	0.001996940102
164	0.001986252298
165	0.001980815421
166	0.001950590644
167	0.0019443156
168	0.001924913533
169	0.001897110136
170	0.00187740297
171	0.001877380859
172	0.001858042737
173	0.001834492423
174	0.001794694424
175	0.001780899545
176	0.001775719569
177	0.001768091864
178	0.001750518962
179	0.00174048328
180	0.001732738066
181	0.001696815746
182	0.001687479495
183	0.001680093576
184	0.00166970275
185	0.001659402038
186	0.001651629585
187	0.00162672247
188	0.001626705991
189	0.001626705991
190	0.001609373204
191	0.001581188269
192	0.001554154046
193	0.001536879155
194	0.00151636996
195	0.001504419769
196	0.001482377379
197	0.001474318528
198	0.001474323289
199	0.001458307111
200	0.001445514687
201	0.00143232855
202	0.001432307809
203	0.001417946246
204	0.001417946246
205	0.001412684953
206	0.001404571501
207	0.001394724868
208	0.001387825375
209	0.001369422525
210	0.001356726885
211	0.001342250695
212	0.00132699853
213	0.001305666665
214	0.001300973976
215	0.001283645487
216	0.001273487923
217	0.001273490271
218	0.001263383566
219	0.001233861133
220	0.001226205331
221	0.001218143606
222	0.00121013845
223	0.001199686043
224	0.001188530889
225	0.001180055006
226	0.001180055006
227	0.001175200179
228	0.001158044852
229	0.001158014719
230	0.001152460355
231	0.001143505051
232	0.001143508465
233	0.001135078158
234	0.00112902891
235	0.001116287224
236	0.001105764322
237	0.001094386598
238	0.001086699489
239	0.001080018074
240	0.001075559211
241	0.00106333344
242	0.001050068142
243	0.001041388143
244	0.001041382035
245	0.001033846005
246	0.001033856832
247	0.001024178469
248	0.00102418036
249	0.001024172664
250	0.001019779668
251	0.00101975247
252	0.001019723228
253	0.001019735555
254	0.001010534236
255	0.001006935506
256	0.0009995142657
257	0.0009995005691
258	0.0009995059173
259	0.0009994951131
260	0.0009994942
261	0.0009886906322
262	0.0009886906322
263	0.0009886825447
264	0.0009886931107
265	0.0009886903061
266	0.0009798127918
267	0.0009798133788
268	0.0009755013348
269	0.0009754953996
270	0.0009754991172
271	0.0009706259852
272	0.0009652891675
273	0.0009652864282
274	0.0009652864282
275	0.0009652759274
276	0.000965274623
277	0.0009652603394
278	0.0009652547956
279	0.0009532293008
280	0.0009532293008
281	0.0009532229743
282	0.0009472145088
283	0.0009414055385
284	0.0009318120524
285	0.0009318045518
286	0.0009317964643
287	0.0009317806806
288	0.0009317867463
289	0.0009317835504
290	0.0009230792404
291	0.0009230753271
292	0.0009173941614
293	0.0009173710503
294	0.0009173835302
295	0.0009173776377
296	0.0009173776377
297	0.0009106300104
298	0.0009106364022
299	0.0009060497373
300	0.0009060391062
301	0.0009060332362
302	0.0009017757262
303	0.0008926178748
304	0.0008926034607
305	0.0008926039825
306	0.0008926099829
307	0.0008909846396
308	0.0008837098161
309	0.0008837212952
310	0.0008762317076
311	0.0008762379689
312	0.0008762305988
313	0.0008762315771
314	0.0008762462094
315	0.0008685731869
316	0.0008685731869
317	0.0008685731869
318	0.0008685668603
319	0.0008685668603
320	0.0008685558805
321	0.0008685558805
322	0.0008685511419
323	0.0008600437101
324	0.000852825143
325	0.0008480084437
326	0.0008417054057
327	0.0008417036447
328	0.0008417057971
329	0.0008417024055
330	0.0008353144732
331	0.000835315582
332	0.000835315582
333	0.0008353111469
334	0.0008254783025
335	0.0008202017888
336	0.0008201896576
337	0.0008201683952
338	0.0008201777872
339	0.0008201907011
340	0.0008201729608
341	0.0008201828745
342	0.0008145008697
343	0.0008145043916
344	0.0008136597683
345	0.0008136646599
346	0.0008136387669
347	0.0008079695634
348	0.0008079659109
349	0.0008079659109
350	0.0008079398222
351	0.0008079511056
352	0.0008079318651
353	0.0008079429528
354	0.0008079416484
355	0.0008079341479
356	0.000803273958
357	0.000803272197
358	0.0008032626746
359	0.0008032457169
360	0.0008032463039
361	0.0008032589569
362	0.000790455137
363	0.0007904550718
364	0.0007904587895
365	0.0007904587895
366	0.0007836251819
367	0.00078360992
368	0.00078360992
369	0.0007836023543
370	0.0007835981148
371	0.0007836013107
372	0.000783588462
373	0.0007835852661
374	0.0007835852661
375	0.0007835842226
376	0.0007836092025
377	0.0007835427841
378	0.0007835262177
379	0.0007835262177
380	0.0007747270325
381	0.0007747361636
382	0.0007747505776
383	0.0007747407291
384	0.0007747132707
385	0.0007747402073
386	0.0007747216191
387	0.000768504173
388	0.0007685013032
389	0.0007685013032
390	0.0007685019555
391	0.0007684952376
392	0.0007685014989
393	0.0007684942593
394	0.0007684942593
395	0.0007679157586
396	0.0007679153021
397	0.0007610793096
398	0.0007610783964
399	0.0007610902668
400	0.0007610741144
401	0.0007610720925
402	0.0007610752884
403	0.0007610678531
404	0.0007544913224
405	0.0007544798434
406	0.0007544879309
407	0.0007543838368
408	0.0007481481097
409	0.0007481570451
410	0.0007481636325
411	0.0007481548928
412	0.0007481469357
413	0.0007481287388
414	0.0007481458269
415	0.0007481269778
416	0.0007481213035
417	0.000748124695
418	0.0007481174554
419	0.0007481113898
420	0.0007481042806
421	0.0007481107376
422	0.0007480509943
423	0.0007480436242
424	0.0007480429068
425	0.0007479987516
426	0.0007480048172
427	0.0007480048172
428	0.0007479965993
429	0.000747986229
430	0.0007479875986
431	0.0007479775545
432	0.0007479757057
433	0.0007479728359
434	0.0007479844454
435	0.0007479689226
436	0.0007479698357
437	0.0007479549651
438	0.0007479679443
439	0.0007479608351
440	0.0007479644223
441	0.0007479466167
442	0.0007479508561
443	0.0007479358551
444	0.0007479400293
445	0.0007478910251
446	0.0007478898285
447	0.0007478868935
448	0.0007478938722
449	0.0007478906111
450	0.0007478837628
451	0.0007478810235
452	0.000747873523
453	0.0007478715663
454	0.0007478680444
455	0.0007478797191
456	0.0007478636093
457	0.0007478826541
458	0.00074787998
459	0.0007478681096
460	0.0007478564349
461	0.000747858522
462	0.000747857935
463	0.0007478500657
464	0.0007478524137
465	0.0007478483699
466	0.0007478375431
467	0.0007478214333
468	0.0007478301078
469	0.0007477399712
470	0.0007477438845
471	0.0007477577115
472	0.0007477479935
473	0.0007477315576
474	0.0007477181871
